WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,Deaths,Average20152019,PercentVariation,PercentVariationQF
20200329,S08000029,"",All ages,d,All,d,98,80,22.5,""
20200329,S08000029,"",All ages,d,Female,"",54,38.4,40.6,""
20200329,S08000029,"",All ages,d,Male,"",44,41.6,5.8,""
20200329,S08000030,"",Under 65,"",All,d,16,15.2,5.3,""
20200329,S08000030,"",65 and over,"",All,d,78,78.4,-0.5,""
20200329,S08000030,"",All ages,d,All,d,94,93.6,0.4,""
20200329,S08000030,"",All ages,d,Female,"",46,48.2,-4.6,""
20200329,S08000030,"",All ages,d,Male,"",48,45.4,5.7,""
20200329,S08000031,"",Under 65,"",All,d,33,50.2,-34.3,""
20200329,S08000031,"",65 and over,"",All,d,134,198.6,-32.5,""
20200329,S08000031,"",All ages,d,All,d,167,248.8,-32.9,""
20200329,S08000031,"",All ages,d,Female,"",88,123.6,-28.8,""
20200329,S08000031,"",All ages,d,Male,"",79,125.2,-36.9,""
20200329,S08000032,"",Under 65,"",All,d,28,26.8,4.5,""
20200329,S08000032,"",65 and over,"",All,d,108,105.8,2.1,""
20200329,S08000032,"",All ages,d,All,d,136,132.6,2.6,""
20200329,S08000032,"",All ages,d,Female,"",63,67,-6,""
20200329,S08000032,"",All ages,d,Male,"",73,65.6,11.3,""
20200329,S92000003,d,Under 65,"",All,d,178,204.6,-13,""
20200329,S92000003,d,65 and over,"",All,d,901,913.6,-1.4,""
20200329,S92000003,d,All ages,d,All,d,1079,1118.2,-3.5,""
20200329,S92000003,d,All ages,d,Female,"",578,559.4,3.3,""
20200329,S92000003,d,All ages,d,Male,"",501,558.8,-10.3,""
20200405,S08000015,"",Under 65,"",All,d,17,12.6,34.9,""
20200405,S08000015,"",65 and over,"",All,d,104,82,26.8,""
20200405,S08000015,"",All ages,d,All,d,121,94.6,27.9,""
20200405,S08000015,"",All ages,d,Female,"",52,51.2,1.6,""
20200405,S08000015,"",All ages,d,Male,"",69,43.4,59,""
20200405,S08000016,"",Under 65,"",All,d,4,2.8,42.9,""
20200405,S08000016,"",65 and over,"",All,d,38,23.2,63.8,""
20200405,S08000016,"",All ages,d,All,d,42,26,61.5,""
20200405,S08000016,"",All ages,d,Female,"",19,15.2,25,""
20200405,S08000016,"",All ages,d,Male,"",23,10.8,113,""
20200405,S08000017,"",Under 65,"",All,d,11,4.6,139.1,""
20200405,S08000017,"",65 and over,"",All,d,61,34.2,78.4,""
20200405,S08000017,"",All ages,d,All,d,72,38.8,85.6,""
20200405,S08000017,"",All ages,d,Female,"",38,19.6,93.9,""
20200405,S08000017,"",All ages,d,Male,"",34,19.2,77.1,""
20200405,S08000019,"",Under 65,"",All,d,12,8.2,46.3,""
20200405,S08000019,"",65 and over,"",All,d,84,49.6,69.4,""
20200405,S08000019,"",All ages,d,All,d,96,57.8,66.1,""
20200405,S08000019,"",All ages,d,Female,"",51,29.8,71.1,""
20200405,S08000019,"",All ages,d,Male,"",45,28,60.7,""
20200405,S08000020,"",Under 65,"",All,d,22,20.2,8.9,""
20200405,S08000020,"",65 and over,"",All,d,119,83.6,42.3,""
20200405,S08000020,"",All ages,d,All,d,141,103.8,35.8,""
20200405,S08000020,"",All ages,d,Female,"",64,53,20.8,""
20200405,S08000020,"",All ages,d,Male,"",77,50.8,51.6,""
20200405,S08000022,"",Under 65,"",All,d,12,11.2,7.1,""
20200405,S08000022,"",65 and over,"",All,d,89,55.6,60.1,""
20200405,S08000022,"",All ages,d,All,d,101,66.8,51.2,""
20200405,S08000022,"",All ages,d,Female,"",40,35.8,11.7,""
20200405,S08000022,"",All ages,d,Male,"",61,31,96.8,""
20200405,S08000024,"",Under 65,"",All,d,37,29.4,25.9,""
20200405,S08000024,"",65 and over,"",All,d,190,116.4,63.2,""
20200405,S08000024,"",All ages,d,All,d,227,145.8,55.7,""
20200405,S08000024,"",All ages,d,Female,"",106,66.4,59.6,""
20200405,S08000024,"",All ages,d,Male,"",121,79.4,52.4,""
20200405,S08000025,"",Under 65,"",All,d,1,0.2,400,""
20200405,S08000025,"",65 and over,"",All,d,8,3,166.7,""
20200405,S08000025,"",All ages,d,All,d,9,3.2,181.2,""
20200405,S08000025,"",All ages,d,Female,"",5,1.4,257.1,""
20200405,S08000025,"",All ages,d,Male,"",4,1.8,122.2,""
20200405,S08000026,"",Under 65,"",All,d,0,0.2,-100,""
20200405,S08000026,"",65 and over,"",All,d,8,3.8,110.5,""
20200405,S08000026,"",All ages,d,All,d,8,4,100,""
20200405,S08000026,"",All ages,d,Female,"",3,1.6,87.5,""
20200405,S08000026,"",All ages,d,Male,"",5,2.4,108.3,""
20200405,S08000028,"",Under 65,"",All,d,1,0.8,25,""
20200405,S08000028,"",65 and over,"",All,d,5,5.2,-3.8,""
20200405,S08000028,"",All ages,d,All,d,6,6,0,""
20200405,S08000028,"",All ages,d,Female,"",4,3,33.3,""
20200405,S08000028,"",All ages,d,Male,"",2,3,-33.3,""
20200405,S08000029,"",Under 65,"",All,d,13,16.2,-19.8,""
20200405,S08000029,"",65 and over,"",All,d,69,67.2,2.7,""
20200405,S08000029,"",All ages,d,All,d,82,83.4,-1.7,""
20200405,S08000029,"",All ages,d,Female,"",41,42.6,-3.8,""
20200405,S08000029,"",All ages,d,Male,"",41,40.8,0.5,""
20200405,S08000030,"",Under 65,"",All,d,24,15.2,57.9,""
20200405,S08000030,"",65 and over,"",All,d,102,72.2,41.3,""
20200405,S08000030,"",All ages,d,All,d,126,87.4,44.2,""
20200405,S08000030,"",All ages,d,Female,"",53,48,10.4,""
20200405,S08000030,"",All ages,d,Male,"",73,39.4,85.3,""
20200405,S08000031,"",Under 65,"",All,d,87,47.4,83.5,""
20200405,S08000031,"",65 and over,"",All,d,390,189.6,105.7,""
20200405,S08000031,"",All ages,d,All,d,477,237,101.3,""
20200405,S08000031,"",All ages,d,Female,"",253,123.4,105,""
20200405,S08000031,"",All ages,d,Male,"",224,113.6,97.2,""
20200405,S08000032,"",Under 65,"",All,d,48,27,77.8,""
20200405,S08000032,"",65 and over,"",All,d,183,112,63.4,""
20200405,S08000032,"",All ages,d,All,d,231,139,66.2,""
20200405,S08000032,"",All ages,d,Female,"",107,71.4,49.9,""
20200405,S08000032,"",All ages,d,Male,"",124,67.6,83.4,""
20200405,S92000003,d,Under 65,"",All,d,292,198.4,47.2,""
20200405,S92000003,d,65 and over,"",All,d,1452,900,61.3,""
20200405,S92000003,d,All ages,d,All,d,1744,1098.4,58.8,""
20200405,S92000003,d,All ages,d,Female,"",837,564.2,48.4,""
20200405,S92000003,d,All ages,d,Male,"",907,534.2,69.8,""
20200412,S08000015,"",Under 65,"",All,d,18,19.8,-9.1,""
20200412,S08000015,"",65 and over,"",All,d,111,67.8,63.7,""
20200412,S08000015,"",All ages,d,All,d,129,87.6,47.3,""
20200412,S08000015,"",All ages,d,Female,"",52,44,18.2,""
20200412,S08000015,"",All ages,d,Male,"",77,43.6,76.6,""
20200412,S08000016,"",Under 65,"",All,d,4,1.4,185.7,""
20200412,S08000016,"",65 and over,"",All,d,33,22.6,46,""
20200412,S08000016,"",All ages,d,All,d,37,24,54.2,""
20200412,S08000016,"",All ages,d,Female,"",17,9.6,77.1,""
20200412,S08000016,"",All ages,d,Male,"",20,14.4,38.9,""
20200412,S08000017,"",Under 65,"",All,d,5,4.2,19,""
20200412,S08000017,"",65 and over,"",All,d,48,29.2,64.4,""
20200412,S08000017,"",All ages,d,All,d,53,33.4,58.7,""
20200412,S08000017,"",All ages,d,Female,"",25,17.2,45.3,""
20200412,S08000017,"",All ages,d,Male,"",28,16.2,72.8,""
20200412,S08000019,"",Under 65,"",All,d,15,14.8,1.4,""
20200412,S08000019,"",65 and over,"",All,d,95,52.8,79.9,""
20200412,S08000019,"",All ages,d,All,d,110,67.6,62.7,""
20200412,S08000019,"",All ages,d,Female,"",53,33,60.6,""
20200412,S08000019,"",All ages,d,Male,"",57,34.6,64.7,""
20200412,S08000020,"",Under 65,"",All,d,25,19.2,30.2,""
20200412,S08000020,"",65 and over,"",All,d,133,90.4,47.1,""
20200412,S08000020,"",All ages,d,All,d,158,109.6,44.2,""
20200412,S08000020,"",All ages,d,Female,"",83,57,45.6,""
20200412,S08000020,"",All ages,d,Male,"",75,52.6,42.6,""
20200412,S08000022,"",Under 65,"",All,d,13,13,0,""
20200412,S08000022,"",65 and over,"",All,d,86,53.8,59.9,""
20200412,S08000022,"",All ages,d,All,d,99,66.8,48.2,""
20200412,S08000022,"",All ages,d,Female,"",44,33.8,30.2,""
20200412,S08000022,"",All ages,d,Male,"",55,33,66.7,""
20200412,S08000024,"",Under 65,"",All,d,39,30.8,26.6,""
20200412,S08000024,"",65 and over,"",All,d,274,122.6,123.5,""
20200412,S08000024,"",All ages,d,All,d,313,153.4,104,""
20200412,S08000024,"",All ages,d,Female,"",150,79.2,89.4,""
20200412,S08000024,"",All ages,d,Male,"",163,74,120.3,""
20200412,S08000025,"",Under 65,"",All,d,2,0.8,150,""
20200412,S08000025,"",65 and over,"",All,d,9,3,200,""
20200412,S08000025,"",All ages,d,All,d,11,3.8,189.5,""
20200412,S08000025,"",All ages,d,Female,"",7,2.2,218.2,""
20200412,S08000025,"",All ages,d,Male,"",4,1.6,150,""
20200412,S08000026,"",Under 65,"",All,d,3,1,200,""
20200412,S08000026,"",65 and over,"",All,d,5,4.6,8.7,""
20200412,S08000026,"",All ages,d,All,d,8,5.6,42.9,""
20200412,S08000026,"",All ages,d,Female,"",6,2.4,150,""
20200412,S08000026,"",All ages,d,Male,"",2,3.2,-37.5,""
20200412,S08000028,"",Under 65,"",All,d,1,0.6,66.7,""
20200412,S08000028,"",65 and over,"",All,d,7,4.2,66.7,""
20200412,S08000028,"",All ages,d,All,d,8,4.8,66.7,""
20200412,S08000028,"",All ages,d,Female,"",3,2.4,25,""
20200412,S08000028,"",All ages,d,Male,"",5,2.4,108.3,""
20200412,S08000029,"",Under 65,"",All,d,14,11.6,20.7,""
20200412,S08000029,"",65 and over,"",All,d,94,63.8,47.3,""
20200412,S08000029,"",All ages,d,All,d,108,75.4,43.2,""
20200412,S08000029,"",All ages,d,Female,"",52,41.8,24.4,""
20200412,S08000029,"",All ages,d,Male,"",56,33.6,66.7,""
20200412,S08000030,"",Under 65,"",All,d,26,18.6,39.8,""
20200412,S08000030,"",65 and over,"",All,d,141,70,101.4,""
20200412,S08000030,"",All ages,d,All,d,167,88.6,88.5,""
20200412,S08000030,"",All ages,d,Female,"",80,45.2,77,""
20200412,S08000030,"",All ages,d,Male,"",87,43.4,100.5,""
20200412,S08000031,"",Under 65,"",All,d,79,54.8,44.2,""
20200412,S08000031,"",65 and over,"",All,d,418,185.4,125.5,""
20200412,S08000031,"",All ages,d,All,d,497,240.2,106.9,""
20200412,S08000031,"",All ages,d,Female,"",236,127,85.8,""
20200412,S08000031,"",All ages,d,Male,"",261,113.2,130.6,""
20200412,S08000032,"",Under 65,"",All,d,58,29.6,95.9,""
20200412,S08000032,"",65 and over,"",All,d,215,104.8,105.2,""
20200412,S08000032,"",All ages,d,All,d,273,134.4,103.1,""
20200412,S08000032,"",All ages,d,Female,"",117,64.8,80.6,""
20200412,S08000032,"",All ages,d,Male,"",156,69.6,124.1,""
20200412,S92000003,d,Under 65,"",All,d,304,222.2,36.8,""
20200412,S92000003,d,65 and over,"",All,d,1674,877.6,90.7,""
20200412,S92000003,d,All ages,d,All,d,1978,1099.8,79.9,""
20200412,S92000003,d,All ages,d,Female,"",926,562,64.8,""
20200412,S92000003,d,All ages,d,Male,"",1052,537.6,95.7,""
20200419,S08000015,"",Under 65,"",All,d,26,15.4,68.8,""
20200419,S08000015,"",65 and over,"",All,d,131,72.4,80.9,""
20200419,S08000015,"",All ages,d,All,d,157,87.8,78.8,""
20200419,S08000015,"",All ages,d,Female,"",72,45.2,59.3,""
20200419,S08000015,"",All ages,d,Male,"",85,42.6,99.5,""
20200419,S08000016,"",Under 65,"",All,d,6,4.4,36.4,""
20200419,S08000016,"",65 and over,"",All,d,23,19,21.1,""
20200419,S08000016,"",All ages,d,All,d,29,23.4,23.9,""
20200419,S08000016,"",All ages,d,Female,"",13,12.4,4.8,""
20200419,S08000016,"",All ages,d,Male,"",16,11,45.5,""
20200419,S08000017,"",Under 65,"",All,d,10,5.6,78.6,""
20200419,S08000017,"",65 and over,"",All,d,32,29.6,8.1,""
20200419,S08000017,"",All ages,d,All,d,42,35.2,19.3,""
20200419,S08000017,"",All ages,d,Female,"",19,18.6,2.2,""
20200419,S08000017,"",All ages,d,Male,"",23,16.6,38.6,""
20200419,S08000019,"",Under 65,"",All,d,6,11,-45.5,""
20200419,S08000019,"",65 and over,"",All,d,79,47.6,66,""
20200419,S08000019,"",All ages,d,All,d,85,58.6,45.1,""
20200419,S08000019,"",All ages,d,Female,"",42,30.2,39.1,""
20200419,S08000019,"",All ages,d,Male,"",43,28.4,51.4,""
20200419,S08000020,"",Under 65,"",All,d,15,15.8,-5.1,""
20200419,S08000020,"",65 and over,"",All,d,154,88.2,74.6,""
20200419,S08000020,"",All ages,d,All,d,169,104,62.5,""
20200419,S08000020,"",All ages,d,Female,"",71,55.4,28.2,""
20200419,S08000020,"",All ages,d,Male,"",98,48.6,101.6,""
20200419,S08000022,"",Under 65,"",All,d,14,10.4,34.6,""
20200419,S08000022,"",65 and over,"",All,d,92,55.2,66.7,""
20200419,S08000022,"",All ages,d,All,d,106,65.6,61.6,""
20200419,S08000022,"",All ages,d,Female,"",56,32.8,70.7,""
20200419,S08000022,"",All ages,d,Male,"",50,32.8,52.4,""
20200419,S08000024,"",Under 65,"",All,d,34,27.4,24.1,""
20200419,S08000024,"",65 and over,"",All,d,235,112.8,108.3,""
20200419,S08000024,"",All ages,d,All,d,269,140.2,91.9,""
20200419,S08000024,"",All ages,d,Female,"",146,69.6,109.8,""
20200419,S08000024,"",All ages,d,Male,"",123,70.6,74.2,""
20200419,S08000025,"",Under 65,"",All,d,1,1.2,-16.7,""
20200419,S08000025,"",65 and over,"",All,d,3,4.4,-31.8,""
20200419,S08000025,"",All ages,d,All,d,4,5.6,-28.6,""
20200419,S08000025,"",All ages,d,Female,"",2,2.6,-23.1,""
20200419,S08000025,"",All ages,d,Male,"",2,3,-33.3,""
20200419,S08000026,"",Under 65,"",All,d,0,0.4,-100,""
20200419,S08000026,"",65 and over,"",All,d,3,4,-25,""
20200419,S08000026,"",All ages,d,All,d,3,4.4,-31.8,""
20200419,S08000026,"",All ages,d,Female,"",3,2.4,25,""
20200419,S08000026,"",All ages,d,Male,"",0,2,-100,""
20200419,S08000028,"",Under 65,"",All,d,0,0.6,-100,""
20200419,S08000028,"",65 and over,"",All,d,8,4.2,90.5,""
20200419,S08000028,"",All ages,d,All,d,8,4.8,66.7,""
20200419,S08000028,"",All ages,d,Female,"",2,2.4,-16.7,""
20200419,S08000028,"",All ages,d,Male,"",6,2.4,150,""
20200419,S08000029,"",Under 65,"",All,d,12,18,-33.3,""
20200419,S08000029,"",65 and over,"",All,d,101,63.6,58.8,""
20200419,S08000029,"",All ages,d,All,d,113,81.6,38.5,""
20200419,S08000029,"",All ages,d,Female,"",57,40,42.5,""
20200419,S08000029,"",All ages,d,Male,"",56,41.6,34.6,""
20200419,S08000030,"",Under 65,"",All,d,23,12.6,82.5,""
20200419,S08000030,"",65 and over,"",All,d,146,73.2,99.5,""
20200419,S08000030,"",All ages,d,All,d,169,85.8,97,""
20200419,S08000030,"",All ages,d,Female,"",73,48.6,50.2,""
20200419,S08000030,"",All ages,d,Male,"",96,37.2,158.1,""
20200419,S08000031,"",Under 65,"",All,d,70,52.6,33.1,""
20200419,S08000031,"",65 and over,"",All,d,411,182.6,125.1,""
20200419,S08000031,"",All ages,d,All,d,481,235.2,104.5,""
20200419,S08000031,"",All ages,d,Female,"",241,120,100.8,""
20200419,S08000031,"",All ages,d,Male,"",240,115.2,108.3,""
20200419,S08000032,"",Under 65,"",All,d,44,29.8,47.7,""
20200419,S08000032,"",65 and over,"",All,d,227,100.2,126.5,""
20200419,S08000032,"",All ages,d,All,d,271,130,108.5,""
20200419,S08000032,"",All ages,d,Female,"",136,68.6,98.3,""
20200419,S08000032,"",All ages,d,Male,"",135,61.4,119.9,""
20200419,S92000003,d,Under 65,"",All,d,264,207,27.5,""
20200419,S92000003,d,65 and over,"",All,d,1652,860.2,92,""
20200419,S92000003,d,All ages,d,All,d,1916,1067.2,79.5,""
20200419,S92000003,d,All ages,d,Female,"",938,550,70.5,""
20200419,S92000003,d,All ages,d,Male,"",978,517.2,89.1,""
20200426,S08000015,"",Under 65,"",All,d,20,13.8,44.9,""
20200426,S08000015,"",65 and over,"",All,d,119,70.4,69,""
20200426,S08000015,"",All ages,d,All,d,139,84.2,65.1,""
20200426,S08000015,"",All ages,d,Female,"",74,41.4,78.7,""
20200426,S08000015,"",All ages,d,Male,"",65,42.8,51.9,""
20200426,S08000016,"",Under 65,"",All,d,8,5,60,""
20200426,S08000016,"",65 and over,"",All,d,21,20.6,1.9,""
20200426,S08000016,"",All ages,d,All,d,29,25.6,13.3,""
20200426,S08000016,"",All ages,d,Female,"",11,13,-15.4,""
20200426,S08000016,"",All ages,d,Male,"",18,12.6,42.9,""
20200426,S08000017,"",Under 65,"",All,d,7,4.2,66.7,""
20200426,S08000017,"",65 and over,"",All,d,36,34.2,5.3,""
20200426,S08000017,"",All ages,d,All,d,43,38.4,12,""
20200426,S08000017,"",All ages,d,Female,"",20,19.2,4.2,""
20200426,S08000017,"",All ages,d,Male,"",23,19.2,19.8,""
20200426,S08000019,"",Under 65,"",All,d,15,11,36.4,""
20200426,S08000019,"",65 and over,"",All,d,82,48.8,68,""
20200426,S08000019,"",All ages,d,All,d,97,59.8,62.2,""
20200426,S08000019,"",All ages,d,Female,"",57,30.8,85.1,""
20200426,S08000019,"",All ages,d,Male,"",40,29,37.9,""
20200426,S08000020,"",Under 65,"",All,d,20,17.4,14.9,""
20200426,S08000020,"",65 and over,"",All,d,127,83.8,51.6,""
20200426,S08000020,"",All ages,d,All,d,147,101.2,45.3,""
20200426,S08000020,"",All ages,d,Female,"",73,46.8,56,""
20200426,S08000020,"",All ages,d,Male,"",74,54.4,36,""
20200426,S08000022,"",Under 65,"",All,d,13,12.4,4.8,""
20200426,S08000022,"",65 and over,"",All,d,81,59,37.3,""
20200426,S08000022,"",All ages,d,All,d,94,71.4,31.7,""
20200426,S08000022,"",All ages,d,Female,"",44,37.6,17,""
20200426,S08000022,"",All ages,d,Male,"",50,33.8,47.9,""
20200426,S08000024,"",Under 65,"",All,d,37,27.4,35,""
20200426,S08000024,"",65 and over,"",All,d,220,118,86.4,""
20200426,S08000024,"",All ages,d,All,d,257,145.4,76.8,""
20200426,S08000024,"",All ages,d,Female,"",144,75.2,91.5,""
20200426,S08000024,"",All ages,d,Male,"",113,70.2,61,""
20200426,S08000025,"",Under 65,"",All,d,0,1.2,-100,""
20200426,S08000025,"",65 and over,"",All,d,6,6,0,""
20200426,S08000025,"",All ages,d,All,d,6,7.2,-16.7,""
20200426,S08000025,"",All ages,d,Female,"",2,3.8,-47.4,""
20200426,S08000025,"",All ages,d,Male,"",4,3.4,17.6,""
20200426,S08000026,"",Under 65,"",All,d,0,0.2,-100,""
20200426,S08000026,"",65 and over,"",All,d,2,2,0,""
20200426,S08000026,"",All ages,d,All,d,2,2.2,-9.1,""
20200426,S08000026,"",All ages,d,Female,"",1,1.4,-28.6,""
20200426,S08000026,"",All ages,d,Male,"",1,0.8,25,""
20200426,S08000028,"",Under 65,"",All,d,4,1.8,122.2,""
20200426,S08000028,"",65 and over,"",All,d,6,7.8,-23.1,""
20200426,S08000028,"",All ages,d,All,d,10,9.6,4.2,""
20200426,S08000028,"",All ages,d,Female,"",5,4.6,8.7,""
20200426,S08000028,"",All ages,d,Male,"",5,5,0,""
20200426,S08000029,"",Under 65,"",All,d,13,12,8.3,""
20200426,S08000029,"",65 and over,"",All,d,89,69.4,28.2,""
20200426,S08000029,"",All ages,d,All,d,102,81.4,25.3,""
20200426,S08000029,"",All ages,d,Female,"",58,43.6,33,""
20200426,S08000029,"",All ages,d,Male,"",44,37.8,16.4,""
20200426,S08000030,"",Under 65,"",All,d,21,14.2,47.9,""
20200426,S08000030,"",65 and over,"",All,d,131,75.2,74.2,""
20200426,S08000030,"",All ages,d,All,d,152,89.4,70,""
20200426,S08000030,"",All ages,d,Female,"",84,48.4,73.6,""
20200426,S08000030,"",All ages,d,Male,"",68,41,65.9,""
20200426,S08000031,"",Under 65,"",All,d,75,48.2,55.6,""
20200426,S08000031,"",65 and over,"",All,d,441,181.2,143.4,""
20200426,S08000031,"",All ages,d,All,d,516,229.4,124.9,""
20200426,S08000031,"",All ages,d,Female,"",265,117.6,125.3,""
20200426,S08000031,"",All ages,d,Male,"",251,111.8,124.5,""
20200426,S08000032,"",Under 65,"",All,d,54,28.6,88.8,""
20200426,S08000032,"",65 and over,"",All,d,184,107,72,""
20200426,S08000032,"",All ages,d,All,d,238,135.6,75.5,""
20200426,S08000032,"",All ages,d,Female,"",123,70.6,74.2,""
20200426,S08000032,"",All ages,d,Male,"",115,65,76.9,""
20200426,S92000003,d,Under 65,"",All,d,287,201,42.8,""
20200426,S92000003,d,65 and over,"",All,d,1549,885.8,74.9,""
20200426,S92000003,d,All ages,d,All,d,1836,1086.8,68.9,""
20200426,S92000003,d,All ages,d,Female,"",961,555.6,73,""
20200426,S92000003,d,All ages,d,Male,"",875,531.2,64.7,""
20200503,S08000015,"",Under 65,"",All,d,18,12,50,""
20200503,S08000015,"",65 and over,"",All,d,103,76.2,35.2,""
20200503,S08000015,"",All ages,d,All,d,121,88.2,37.2,""
20200503,S08000015,"",All ages,d,Female,"",58,42.8,35.5,""
20200503,S08000015,"",All ages,d,Male,"",63,45.4,38.8,""
20200503,S08000016,"",Under 65,"",All,d,3,4.4,-31.8,""
20200503,S08000016,"",65 and over,"",All,d,24,20,20,""
20200503,S08000016,"",All ages,d,All,d,27,24.4,10.7,""
20200503,S08000016,"",All ages,d,Female,"",13,10.8,20.4,""
20200503,S08000016,"",All ages,d,Male,"",14,13.6,2.9,""
20200503,S08000017,"",Under 65,"",All,d,3,4.8,-37.5,""
20200503,S08000017,"",65 and over,"",All,d,41,32.2,27.3,""
20200503,S08000017,"",All ages,d,All,d,44,37,18.9,""
20200503,S08000017,"",All ages,d,Female,"",26,21.4,21.5,""
20200503,S08000017,"",All ages,d,Male,"",18,15.6,15.4,""
20200503,S08000019,"",Under 65,"",All,d,19,13,46.2,""
20200503,S08000019,"",65 and over,"",All,d,89,45.4,96,""
20200503,S08000019,"",All ages,d,All,d,108,58.4,84.9,""
20200503,S08000019,"",All ages,d,Female,"",59,30.2,95.4,""
20200503,S08000019,"",All ages,d,Male,"",49,28.2,73.8,""
20200503,S08000020,"",Under 65,"",All,d,19,17.8,6.7,""
20200503,S08000020,"",65 and over,"",All,d,119,86.8,37.1,""
20200503,S08000020,"",All ages,d,All,d,138,104.6,31.9,""
20200503,S08000020,"",All ages,d,Female,"",64,46.8,36.8,""
20200503,S08000020,"",All ages,d,Male,"",74,57.8,28,""
20200503,S08000022,"",Under 65,"",All,d,11,11.4,-3.5,""
20200503,S08000022,"",65 and over,"",All,d,67,55.8,20.1,""
20200503,S08000022,"",All ages,d,All,d,78,67.2,16.1,""
20200503,S08000022,"",All ages,d,Female,"",37,38.4,-3.6,""
20200503,S08000022,"",All ages,d,Male,"",41,28.8,42.4,""
20200503,S08000024,"",Under 65,"",All,d,51,28.6,78.3,""
20200503,S08000024,"",65 and over,"",All,d,228,128.2,77.8,""
20200503,S08000024,"",All ages,d,All,d,279,156.8,77.9,""
20200503,S08000024,"",All ages,d,Female,"",131,79.8,64.2,""
20200503,S08000024,"",All ages,d,Male,"",148,77,92.2,""
20200503,S08000025,"",Under 65,"",All,d,0,0.2,-100,""
20200503,S08000025,"",65 and over,"",All,d,3,5.2,-42.3,""
20200503,S08000025,"",All ages,d,All,d,3,5.4,-44.4,""
20200503,S08000025,"",All ages,d,Female,"",2,3,-33.3,""
20200503,S08000025,"",All ages,d,Male,"",1,2.4,-58.3,""
20200503,S08000026,"",Under 65,"",All,d,1,0.4,150,""
20200503,S08000026,"",65 and over,"",All,d,5,3.8,31.6,""
20200503,S08000026,"",All ages,d,All,d,6,4.2,42.9,""
20200503,S08000026,"",All ages,d,Female,"",3,2.2,36.4,""
20200503,S08000026,"",All ages,d,Male,"",3,2,50,""
20200503,S08000028,"",Under 65,"",All,d,0,0.8,-100,""
20200503,S08000028,"",65 and over,"",All,d,5,3.2,56.2,""
20200503,S08000028,"",All ages,d,All,d,5,4,25,""
20200503,S08000028,"",All ages,d,Female,"",4,1.6,150,""
20200503,S08000028,"",All ages,d,Male,"",1,2.4,-58.3,""
20200503,S08000029,"",Under 65,"",All,d,16,13.6,17.6,""
20200503,S08000029,"",65 and over,"",All,d,94,61.2,53.6,""
20200503,S08000029,"",All ages,d,All,d,110,74.8,47.1,""
20200503,S08000029,"",All ages,d,Female,"",53,35.8,48,""
20200503,S08000029,"",All ages,d,Male,"",57,39,46.2,""
20200503,S08000030,"",Under 65,"",All,d,14,18.2,-23.1,""
20200503,S08000030,"",65 and over,"",All,d,124,71.4,73.7,""
20200503,S08000030,"",All ages,d,All,d,138,89.6,54,""
20200503,S08000030,"",All ages,d,Female,"",74,47.8,54.8,""
20200503,S08000030,"",All ages,d,Male,"",64,41.8,53.1,""
20200503,S08000031,"",Under 65,"",All,d,65,45.2,43.8,""
20200503,S08000031,"",65 and over,"",All,d,343,181.6,88.9,""
20200503,S08000031,"",All ages,d,All,d,408,226.8,79.9,""
20200503,S08000031,"",All ages,d,Female,"",221,115.4,91.5,""
20200503,S08000031,"",All ages,d,Male,"",187,111.4,67.9,""
20200503,S08000032,"",Under 65,"",All,d,36,27,33.3,""
20200503,S08000032,"",65 and over,"",All,d,170,106.6,59.5,""
20200503,S08000032,"",All ages,d,All,d,206,133.6,54.2,""
20200503,S08000032,"",All ages,d,Female,"",106,68,55.9,""
20200503,S08000032,"",All ages,d,Male,"",100,65.6,52.4,""
20200503,S92000003,d,Under 65,"",All,d,260,198.2,31.2,""
20200503,S92000003,d,65 and over,"",All,d,1418,881.2,60.9,""
20200503,S92000003,d,All ages,d,All,d,1678,1079.4,55.5,""
20200503,S92000003,d,All ages,d,Female,"",853,546,56.2,""
20200503,S92000003,d,All ages,d,Male,"",825,533.4,54.7,""
20200510,S08000015,"",Under 65,"",All,d,17,12.8,32.8,""
20200510,S08000015,"",65 and over,"",All,d,83,63.8,30.1,""
20200510,S08000015,"",All ages,d,All,d,100,76.6,30.5,""
20200510,S08000015,"",All ages,d,Female,"",45,40.6,10.8,""
20200510,S08000015,"",All ages,d,Male,"",55,36,52.8,""
20200510,S08000016,"",Under 65,"",All,d,6,4.2,42.9,""
20200510,S08000016,"",65 and over,"",All,d,18,19.8,-9.1,""
20200510,S08000016,"",All ages,d,All,d,24,24,0,""
20200510,S08000016,"",All ages,d,Female,"",11,10.4,5.8,""
20200510,S08000016,"",All ages,d,Male,"",13,13.6,-4.4,""
20200510,S08000017,"",Under 65,"",All,d,4,5.6,-28.6,""
20200510,S08000017,"",65 and over,"",All,d,31,29.8,4,""
20200510,S08000017,"",All ages,d,All,d,35,35.4,-1.1,""
20200510,S08000017,"",All ages,d,Female,"",19,19,0,""
20200510,S08000017,"",All ages,d,Male,"",16,16.4,-2.4,""
20200510,S08000019,"",Under 65,"",All,d,10,10.2,-2,""
20200510,S08000019,"",65 and over,"",All,d,94,48.8,92.6,""
20200510,S08000019,"",All ages,d,All,d,104,59,76.3,""
20200510,S08000019,"",All ages,d,Female,"",62,29.2,112.3,""
20200510,S08000019,"",All ages,d,Male,"",42,29.8,40.9,""
