WeekEnding,HSCP,AgeGroup,AgeGroupQF,Sex,SexQF,Deaths,Average20152019,PercentVariation,PercentVariationQF
20210307,S37000006,65 and over,"",All,d,34,33.6,1.2,""
20210307,S37000006,All ages,d,All,d,45,39.2,14.8,""
20210307,S37000006,All ages,d,Female,"",21,20.6,1.9,""
20210307,S37000006,All ages,d,Male,"",24,18.6,29,""
20210307,S37000007,Under 65,"",All,d,8,6.6,21.2,""
20210307,S37000007,65 and over,"",All,d,23,28.4,-19,""
20210307,S37000007,All ages,d,All,d,31,35,-11.4,""
20210307,S37000007,All ages,d,Female,"",17,18.8,-9.6,""
20210307,S37000007,All ages,d,Male,"",14,16.2,-13.6,""
20210307,S37000008,Under 65,"",All,d,7,6.4,9.4,""
20210307,S37000008,65 and over,"",All,d,23,24.2,-5,""
20210307,S37000008,All ages,d,All,d,30,30.6,-2,""
20210307,S37000008,All ages,d,Female,"",16,16.4,-2.4,""
20210307,S37000008,All ages,d,Male,"",14,14.2,-1.4,""
20210307,S37000009,Under 65,"",All,d,1,3,-66.7,""
20210307,S37000009,65 and over,"",All,d,19,19,0,""
20210307,S37000009,All ages,d,All,d,20,22,-9.1,""
20210307,S37000009,All ages,d,Female,"",13,13.2,-1.5,""
20210307,S37000009,All ages,d,Male,"",7,8.8,-20.5,""
20210307,S37000010,Under 65,"",All,d,4,4,0,""
20210307,S37000010,65 and over,"",All,d,18,17.8,1.1,""
20210307,S37000010,All ages,d,All,d,22,21.8,0.9,""
20210307,S37000010,All ages,d,Female,"",17,11,54.5,""
20210307,S37000010,All ages,d,Male,"",5,10.8,-53.7,""
20210307,S37000011,Under 65,"",All,d,5,3.8,31.6,""
20210307,S37000011,65 and over,"",All,d,23,16.6,38.6,""
20210307,S37000011,All ages,d,All,d,28,20.4,37.3,""
20210307,S37000011,All ages,d,Female,"",17,11.4,49.1,""
20210307,S37000011,All ages,d,Male,"",11,9,22.2,""
20210307,S37000012,Under 65,"",All,d,22,18.8,17,""
20210307,S37000012,65 and over,"",All,d,68,69.2,-1.7,""
20210307,S37000012,All ages,d,All,d,90,88,2.3,""
20210307,S37000012,All ages,d,Female,"",41,42.2,-2.8,""
20210307,S37000012,All ages,d,Male,"",49,45.8,7,""
20210307,S37000013,Under 65,"",All,d,12,5.8,106.9,""
20210307,S37000013,65 and over,"",All,d,41,24,70.8,""
20210307,S37000013,All ages,d,All,d,53,29.8,77.9,""
20210307,S37000013,All ages,d,Female,"",21,18.6,12.9,""
20210307,S37000013,All ages,d,Male,"",32,11.2,185.7,""
20210307,S37000016,Under 65,"",All,d,13,10.8,20.4,""
20210307,S37000016,65 and over,"",All,d,39,41,-4.9,""
20210307,S37000016,All ages,d,All,d,52,51.8,0.4,""
20210307,S37000016,All ages,d,Female,"",33,27.4,20.4,""
20210307,S37000016,All ages,d,Male,"",19,24.4,-22.1,""
20210307,S37000017,Under 65,"",All,d,2,4.6,-56.5,""
20210307,S37000017,65 and over,"",All,d,15,16.2,-7.4,""
20210307,S37000017,All ages,d,All,d,17,20.8,-18.3,""
20210307,S37000017,All ages,d,Female,"",13,10.2,27.5,""
20210307,S37000017,All ages,d,Male,"",4,10.6,-62.3,""
20210307,S37000018,Under 65,"",All,d,0,2.2,-100,""
20210307,S37000018,65 and over,"",All,d,16,15.6,2.6,""
20210307,S37000018,All ages,d,All,d,16,17.8,-10.1,""
20210307,S37000018,All ages,d,Female,"",8,10.6,-24.5,""
20210307,S37000018,All ages,d,Male,"",8,7.2,11.1,""
20210307,S37000019,Under 65,"",All,d,1,2.2,-54.5,""
20210307,S37000019,65 and over,"",All,d,17,20.4,-16.7,""
20210307,S37000019,All ages,d,All,d,18,22.6,-20.4,""
20210307,S37000019,All ages,d,Female,"",10,11.4,-12.3,""
20210307,S37000019,All ages,d,Male,"",8,11.2,-28.6,""
20210307,S37000020,Under 65,"",All,d,8,6.2,29,""
20210307,S37000020,65 and over,"",All,d,37,30,23.3,""
20210307,S37000020,All ages,d,All,d,45,36.2,24.3,""
20210307,S37000020,All ages,d,Female,"",25,17.2,45.3,""
20210307,S37000020,All ages,d,Male,"",20,19,5.3,""
20210307,S37000022,Under 65,"",All,d,1,0.2,400,""
20210307,S37000022,65 and over,"",All,d,3,3.8,-21.1,""
20210307,S37000022,All ages,d,All,d,4,4,0,""
20210307,S37000022,All ages,d,Female,"",2,1.8,11.1,""
20210307,S37000022,All ages,d,Male,"",2,2.2,-9.1,""
20210307,S37000024,Under 65,"",All,d,13,7.8,66.7,""
20210307,S37000024,65 and over,"",All,d,27,34.6,-22,""
20210307,S37000024,All ages,d,All,d,40,42.4,-5.7,""
20210307,S37000024,All ages,d,Female,"",18,23,-21.7,""
20210307,S37000024,All ages,d,Male,"",22,19.4,13.4,""
20210307,S37000025,Under 65,"",All,d,3,4.2,-28.6,""
20210307,S37000025,65 and over,"",All,d,22,23.8,-7.6,""
20210307,S37000025,All ages,d,All,d,25,28,-10.7,""
20210307,S37000025,All ages,d,Female,"",15,15.2,-1.3,""
20210307,S37000025,All ages,d,Male,"",10,12.8,-21.9,""
20210307,S37000026,Under 65,"",All,d,1,0.2,400,""
20210307,S37000026,65 and over,"",All,d,7,3.4,105.9,""
20210307,S37000026,All ages,d,All,d,8,3.6,122.2,""
20210307,S37000026,All ages,d,Female,"",1,1.8,-44.4,""
20210307,S37000026,All ages,d,Male,"",7,1.8,288.9,""
20210307,S37000027,Under 65,"",All,d,10,4.6,117.4,""
20210307,S37000027,65 and over,"",All,d,23,26.8,-14.2,""
20210307,S37000027,All ages,d,All,d,33,31.4,5.1,""
20210307,S37000027,All ages,d,Female,"",19,17.4,9.2,""
20210307,S37000027,All ages,d,Male,"",14,14,0,""
20210307,S37000028,Under 65,"",All,d,15,11.6,29.3,""
20210307,S37000028,65 and over,"",All,d,60,57.2,4.9,""
20210307,S37000028,All ages,d,All,d,75,68.8,9,""
20210307,S37000028,All ages,d,Female,"",34,37.6,-9.6,""
20210307,S37000028,All ages,d,Male,"",41,31.2,31.4,""
20210307,S37000029,Under 65,"",All,d,5,5,0,""
20210307,S37000029,65 and over,"",All,d,14,15.2,-7.9,""
20210307,S37000029,All ages,d,All,d,19,20.2,-5.9,""
20210307,S37000029,All ages,d,Female,"",10,8.6,16.3,""
20210307,S37000029,All ages,d,Male,"",9,11.6,-22.4,""
20210307,S37000030,Under 65,"",All,d,7,6.8,2.9,""
20210307,S37000030,65 and over,"",All,d,28,22.8,22.8,""
20210307,S37000030,All ages,d,All,d,35,29.6,18.2,""
20210307,S37000030,All ages,d,Female,"",15,16.4,-8.5,""
20210307,S37000030,All ages,d,Male,"",20,13.2,51.5,""
20210307,S37000031,Under 65,"",All,d,1,1.4,-28.6,""
20210307,S37000031,65 and over,"",All,d,4,4.8,-16.7,""
20210307,S37000031,All ages,d,All,d,5,6.2,-19.4,""
20210307,S37000031,All ages,d,Female,"",4,3,33.3,""
20210307,S37000031,All ages,d,Male,"",1,3.2,-68.8,""
20210307,S37000032,Under 65,"",All,d,14,14.2,-1.4,""
20210307,S37000032,65 and over,"",All,d,63,60.4,4.3,""
20210307,S37000032,All ages,d,All,d,77,74.6,3.2,""
20210307,S37000032,All ages,d,Female,"",37,40.4,-8.4,""
20210307,S37000032,All ages,d,Male,"",40,34.2,17,""
20210307,S37000033,Under 65,"",All,d,4,6.6,-39.4,""
20210307,S37000033,65 and over,"",All,d,26,25.4,2.4,""
20210307,S37000033,All ages,d,All,d,30,32,-6.2,""
20210307,S37000033,All ages,d,Female,"",15,17.6,-14.8,""
20210307,S37000033,All ages,d,Male,"",15,14.4,4.2,""
20210307,S37000034,Under 65,"",All,d,42,28.4,47.9,""
20210307,S37000034,65 and over,"",All,d,101,102.6,-1.6,""
20210307,S37000034,All ages,d,All,d,143,131,9.2,""
20210307,S37000034,All ages,d,Female,"",70,67,4.5,""
20210307,S37000034,All ages,d,Male,"",73,64,14.1,""
20210307,S37000035,Under 65,"",All,d,24,12.6,90.5,""
20210307,S37000035,65 and over,"",All,d,51,61,-16.4,""
20210307,S37000035,All ages,d,All,d,75,73.6,1.9,""
20210307,S37000035,All ages,d,Female,"",36,40,-10,""
20210307,S37000035,All ages,d,Male,"",39,33.6,16.1,""
20210314,S37000001,Under 65,"",All,d,8,7.4,8.1,""
20210314,S37000001,65 and over,"",All,d,30,36.6,-18,""
20210314,S37000001,All ages,d,All,d,38,44,-13.6,""
20210314,S37000001,All ages,d,Female,"",22,26.6,-17.3,""
20210314,S37000001,All ages,d,Male,"",16,17.4,-8,""
20210314,S37000002,Under 65,"",All,d,5,6.2,-19.4,""
20210314,S37000002,65 and over,"",All,d,39,44,-11.4,""
20210314,S37000002,All ages,d,All,d,44,50.2,-12.4,""
20210314,S37000002,All ages,d,Female,"",16,24.2,-33.9,""
20210314,S37000002,All ages,d,Male,"",28,26,7.7,""
20210314,S37000003,Under 65,"",All,d,6,4.2,42.9,""
20210314,S37000003,65 and over,"",All,d,24,25,-4,""
20210314,S37000003,All ages,d,All,d,30,29.2,2.7,""
20210314,S37000003,All ages,d,Female,"",12,17.4,-31,""
20210314,S37000003,All ages,d,Male,"",18,11.8,52.5,""
20210314,S37000004,Under 65,"",All,d,0,2.8,-100,""
20210314,S37000004,65 and over,"",All,d,10,21.4,-53.3,""
20210314,S37000004,All ages,d,All,d,10,24.2,-58.7,""
20210314,S37000004,All ages,d,Female,"",4,14,-71.4,""
20210314,S37000004,All ages,d,Male,"",6,10.2,-41.2,""
20210314,S37000005,Under 65,"",All,d,6,5.2,15.4,""
20210314,S37000005,65 and over,"",All,d,38,28.6,32.9,""
20210314,S37000005,All ages,d,All,d,44,33.8,30.2,""
20210314,S37000005,All ages,d,Female,"",19,16.4,15.9,""
20210314,S37000005,All ages,d,Male,"",25,17.4,43.7,""
20210314,S37000006,Under 65,"",All,d,9,7.8,15.4,""
20210314,S37000006,65 and over,"",All,d,27,36.2,-25.4,""
20210314,S37000006,All ages,d,All,d,36,44,-18.2,""
20210314,S37000006,All ages,d,Female,"",14,22.8,-38.6,""
20210314,S37000006,All ages,d,Male,"",22,21.2,3.8,""
20210314,S37000007,Under 65,"",All,d,9,7,28.6,""
20210314,S37000007,65 and over,"",All,d,24,26.4,-9.1,""
20210314,S37000007,All ages,d,All,d,33,33.4,-1.2,""
20210314,S37000007,All ages,d,Female,"",18,16.4,9.8,""
20210314,S37000007,All ages,d,Male,"",15,17,-11.8,""
20210314,S37000008,Under 65,"",All,d,7,6.2,12.9,""
20210314,S37000008,65 and over,"",All,d,28,26.2,6.9,""
20210314,S37000008,All ages,d,All,d,35,32.4,8,""
20210314,S37000008,All ages,d,Female,"",18,17.6,2.3,""
20210314,S37000008,All ages,d,Male,"",17,14.8,14.9,""
20210314,S37000009,Under 65,"",All,d,7,2.4,191.7,""
20210314,S37000009,65 and over,"",All,d,17,22.6,-24.8,""
20210314,S37000009,All ages,d,All,d,24,25,-4,""
20210314,S37000009,All ages,d,Female,"",12,13.2,-9.1,""
20210314,S37000009,All ages,d,Male,"",12,11.8,1.7,""
20210314,S37000010,Under 65,"",All,d,6,5,20,""
20210314,S37000010,65 and over,"",All,d,16,22.2,-27.9,""
20210314,S37000010,All ages,d,All,d,22,27.2,-19.1,""
20210314,S37000010,All ages,d,Female,"",11,13.8,-20.3,""
20210314,S37000010,All ages,d,Male,"",11,13.4,-17.9,""
20210314,S37000011,Under 65,"",All,d,1,3,-66.7,""
20210314,S37000011,65 and over,"",All,d,6,14.8,-59.5,""
20210314,S37000011,All ages,d,All,d,7,17.8,-60.7,""
20210314,S37000011,All ages,d,Female,"",2,8,-75,""
20210314,S37000011,All ages,d,Male,"",5,9.8,-49,""
20210314,S37000012,Under 65,"",All,d,18,13.4,34.3,""
20210314,S37000012,65 and over,"",All,d,77,72.6,6.1,""
20210314,S37000012,All ages,d,All,d,95,86,10.5,""
20210314,S37000012,All ages,d,Female,"",42,45.6,-7.9,""
20210314,S37000012,All ages,d,Male,"",53,40.4,31.2,""
20210314,S37000013,Under 65,"",All,d,10,6.4,56.2,""
20210314,S37000013,65 and over,"",All,d,24,28.4,-15.5,""
20210314,S37000013,All ages,d,All,d,34,34.8,-2.3,""
20210314,S37000013,All ages,d,Female,"",21,19.4,8.2,""
20210314,S37000013,All ages,d,Male,"",13,15.4,-15.6,""
20210314,S37000016,Under 65,"",All,d,3,9.2,-67.4,""
20210314,S37000016,65 and over,"",All,d,50,45.4,10.1,""
20210314,S37000016,All ages,d,All,d,53,54.6,-2.9,""
20210314,S37000016,All ages,d,Female,"",30,26.6,12.8,""
20210314,S37000016,All ages,d,Male,"",23,28,-17.9,""
20210314,S37000017,Under 65,"",All,d,2,4.2,-52.4,""
20210314,S37000017,65 and over,"",All,d,17,21.8,-22,""
20210314,S37000017,All ages,d,All,d,19,26,-26.9,""
20210314,S37000017,All ages,d,Female,"",9,13,-30.8,""
20210314,S37000017,All ages,d,Male,"",10,13,-23.1,""
20210314,S37000018,Under 65,"",All,d,1,2.6,-61.5,""
20210314,S37000018,65 and over,"",All,d,15,12.6,19,""
20210314,S37000018,All ages,d,All,d,16,15.2,5.3,""
20210314,S37000018,All ages,d,Female,"",10,6,66.7,""
20210314,S37000018,All ages,d,Male,"",6,9.2,-34.8,""
20210314,S37000019,Under 65,"",All,d,2,4,-50,""
20210314,S37000019,65 and over,"",All,d,22,16.8,31,""
20210314,S37000019,All ages,d,All,d,24,20.8,15.4,""
20210314,S37000019,All ages,d,Female,"",10,10.6,-5.7,""
20210314,S37000019,All ages,d,Male,"",14,10.2,37.3,""
20210314,S37000020,Under 65,"",All,d,6,5.2,15.4,""
20210314,S37000020,65 and over,"",All,d,31,27.4,13.1,""
20210314,S37000020,All ages,d,All,d,37,32.6,13.5,""
20210314,S37000020,All ages,d,Female,"",13,17.8,-27,""
20210314,S37000020,All ages,d,Male,"",24,14.8,62.2,""
20210314,S37000022,Under 65,"",All,d,1,0.4,150,""
20210314,S37000022,65 and over,"",All,d,6,1.6,275,""
20210314,S37000022,All ages,d,All,d,7,2,250,""
20210314,S37000022,All ages,d,Female,"",1,1.2,-16.7,""
20210314,S37000022,All ages,d,Male,"",6,0.8,650,""
20210314,S37000024,Under 65,"",All,d,7,6.2,12.9,""
20210314,S37000024,65 and over,"",All,d,37,34.4,7.6,""
20210314,S37000024,All ages,d,All,d,44,40.6,8.4,""
20210314,S37000024,All ages,d,Female,"",25,21.4,16.8,""
20210314,S37000024,All ages,d,Male,"",19,19.2,-1,""
20210314,S37000025,Under 65,"",All,d,6,4,50,""
20210314,S37000025,65 and over,"",All,d,15,25.2,-40.5,""
20210314,S37000025,All ages,d,All,d,21,29.2,-28.1,""
20210314,S37000025,All ages,d,Female,"",12,15,-20,""
20210314,S37000025,All ages,d,Male,"",9,14.2,-36.6,""
20210314,S37000026,Under 65,"",All,d,1,1.2,-16.7,""
20210314,S37000026,65 and over,"",All,d,4,4.8,-16.7,""
20210314,S37000026,All ages,d,All,d,5,6,-16.7,""
20210314,S37000026,All ages,d,Female,"",3,3.2,-6.3,""
20210314,S37000026,All ages,d,Male,"",2,2.8,-28.6,""
20210314,S37000027,Under 65,"",All,d,9,5,80,""
20210314,S37000027,65 and over,"",All,d,15,26.2,-42.7,""
20210314,S37000027,All ages,d,All,d,24,31.2,-23.1,""
20210314,S37000027,All ages,d,Female,"",12,14.8,-18.9,""
20210314,S37000027,All ages,d,Male,"",12,16.4,-26.8,""
20210314,S37000028,Under 65,"",All,d,16,12.2,31.1,""
20210314,S37000028,65 and over,"",All,d,54,59.6,-9.4,""
20210314,S37000028,All ages,d,All,d,70,71.8,-2.5,""
20210314,S37000028,All ages,d,Female,"",37,36.4,1.6,""
20210314,S37000028,All ages,d,Male,"",33,35.4,-6.8,""
20210314,S37000029,Under 65,"",All,d,7,4,75,""
20210314,S37000029,65 and over,"",All,d,16,21.4,-25.2,""
20210314,S37000029,All ages,d,All,d,23,25.4,-9.4,""
20210314,S37000029,All ages,d,Female,"",10,14.6,-31.5,""
20210314,S37000029,All ages,d,Male,"",13,10.8,20.4,""
20210314,S37000030,Under 65,"",All,d,6,5.4,11.1,""
20210314,S37000030,65 and over,"",All,d,21,26.6,-21.1,""
20210314,S37000030,All ages,d,All,d,27,32,-15.6,""
20210314,S37000030,All ages,d,Female,"",16,15.4,3.9,""
20210314,S37000030,All ages,d,Male,"",11,16.6,-33.7,""
20210314,S37000031,Under 65,"",All,d,3,0,,z
20210314,S37000031,65 and over,"",All,d,6,6.4,-6.3,""
20210314,S37000031,All ages,d,All,d,9,6.4,40.6,""
20210314,S37000031,All ages,d,Female,"",4,3,33.3,""
20210314,S37000031,All ages,d,Male,"",5,3.4,47.1,""
20210314,S37000032,Under 65,"",All,d,15,15,0,""
20210314,S37000032,65 and over,"",All,d,56,77,-27.3,""
20210314,S37000032,All ages,d,All,d,71,92,-22.8,""
20210314,S37000032,All ages,d,Female,"",34,49.4,-31.2,""
20210314,S37000032,All ages,d,Male,"",37,42.6,-13.1,""
20210314,S37000033,Under 65,"",All,d,5,5,0,""
20210314,S37000033,65 and over,"",All,d,31,34.2,-9.4,""
20210314,S37000033,All ages,d,All,d,36,39.2,-8.2,""
20210314,S37000033,All ages,d,Female,"",15,20.4,-26.5,""
20210314,S37000033,All ages,d,Male,"",21,18.8,11.7,""
20210314,S37000034,Under 65,"",All,d,29,35.4,-18.1,""
20210314,S37000034,65 and over,"",All,d,103,99.8,3.2,""
20210314,S37000034,All ages,d,All,d,132,135.2,-2.4,""
20210314,S37000034,All ages,d,Female,"",70,73.6,-4.9,""
20210314,S37000034,All ages,d,Male,"",62,61.6,0.6,""
20210314,S37000035,Under 65,"",All,d,17,17,0,""
20210314,S37000035,65 and over,"",All,d,58,65.4,-11.3,""
20210314,S37000035,All ages,d,All,d,75,82.4,-9,""
20210314,S37000035,All ages,d,Female,"",40,44.8,-10.7,""
20210314,S37000035,All ages,d,Male,"",35,37.6,-6.9,""
20210321,S37000001,Under 65,"",All,d,12,7.4,62.2,""
20210321,S37000001,65 and over,"",All,d,22,37.6,-41.5,""
20210321,S37000001,All ages,d,All,d,34,45,-24.4,""
20210321,S37000001,All ages,d,Female,"",15,24.2,-38,""
20210321,S37000001,All ages,d,Male,"",19,20.8,-8.7,""
20210321,S37000002,Under 65,"",All,d,12,8.6,39.5,""
20210321,S37000002,65 and over,"",All,d,36,44.6,-19.3,""
20210321,S37000002,All ages,d,All,d,48,53.2,-9.8,""
20210321,S37000002,All ages,d,Female,"",26,28.8,-9.7,""
20210321,S37000002,All ages,d,Male,"",22,24.4,-9.8,""
20210321,S37000003,Under 65,"",All,d,7,4.4,59.1,""
20210321,S37000003,65 and over,"",All,d,26,22.8,14,""
20210321,S37000003,All ages,d,All,d,33,27.2,21.3,""
20210321,S37000003,All ages,d,Female,"",20,16.4,22,""
20210321,S37000003,All ages,d,Male,"",13,10.8,20.4,""
20210321,S37000004,Under 65,"",All,d,7,4.2,66.7,""
20210321,S37000004,65 and over,"",All,d,20,19.4,3.1,""
20210321,S37000004,All ages,d,All,d,27,23.6,14.4,""
20210321,S37000004,All ages,d,Female,"",11,11.6,-5.2,""
20210321,S37000004,All ages,d,Male,"",16,12,33.3,""
20210321,S37000005,Under 65,"",All,d,5,5.4,-7.4,""
20210321,S37000005,65 and over,"",All,d,22,21.4,2.8,""
20210321,S37000005,All ages,d,All,d,27,26.8,0.7,""
20210321,S37000005,All ages,d,Female,"",12,12.4,-3.2,""
20210321,S37000005,All ages,d,Male,"",15,14.4,4.2,""
20210321,S37000006,Under 65,"",All,d,9,4.8,87.5,""
20210321,S37000006,65 and over,"",All,d,29,40.4,-28.2,""
20210321,S37000006,All ages,d,All,d,38,45.2,-15.9,""
20210321,S37000006,All ages,d,Female,"",23,24.2,-5,""
20210321,S37000006,All ages,d,Male,"",15,21,-28.6,""
20210321,S37000007,Under 65,"",All,d,9,8.8,2.3,""
20210321,S37000007,65 and over,"",All,d,27,23.8,13.4,""
20210321,S37000007,All ages,d,All,d,36,32.6,10.4,""
20210321,S37000007,All ages,d,Female,"",17,14.6,16.4,""
20210321,S37000007,All ages,d,Male,"",19,18,5.6,""
20210321,S37000008,Under 65,"",All,d,5,5.6,-10.7,""
20210321,S37000008,65 and over,"",All,d,24,23,4.3,""
20210321,S37000008,All ages,d,All,d,29,28.6,1.4,""
20210321,S37000008,All ages,d,Female,"",17,15.4,10.4,""
20210321,S37000008,All ages,d,Male,"",12,13.2,-9.1,""
20210321,S37000009,Under 65,"",All,d,2,3.2,-37.5,""
20210321,S37000009,65 and over,"",All,d,22,19,15.8,""
20210321,S37000009,All ages,d,All,d,24,22.2,8.1,""
20210321,S37000009,All ages,d,Female,"",8,11.2,-28.6,""
20210321,S37000009,All ages,d,Male,"",16,11,45.5,""
20210321,S37000010,Under 65,"",All,d,4,2,100,""
20210321,S37000010,65 and over,"",All,d,9,15.8,-43,""
20210321,S37000010,All ages,d,All,d,13,17.8,-27,""
20210321,S37000010,All ages,d,Female,"",7,8.8,-20.5,""
20210321,S37000010,All ages,d,Male,"",6,9,-33.3,""
20210321,S37000011,Under 65,"",All,d,3,2.6,15.4,""
20210321,S37000011,65 and over,"",All,d,11,14.8,-25.7,""
20210321,S37000011,All ages,d,All,d,14,17.4,-19.5,""
20210321,S37000011,All ages,d,Female,"",6,8,-25,""
20210321,S37000011,All ages,d,Male,"",8,9.4,-14.9,""
20210321,S37000012,Under 65,"",All,d,22,13.6,61.8,""
20210321,S37000012,65 and over,"",All,d,56,70.8,-20.9,""
20210321,S37000012,All ages,d,All,d,78,84.4,-7.6,""
20210321,S37000012,All ages,d,Female,"",38,40,-5,""
20210321,S37000012,All ages,d,Male,"",40,44.4,-9.9,""
20210321,S37000013,Under 65,"",All,d,7,5,40,""
20210321,S37000013,65 and over,"",All,d,23,32.2,-28.6,""
20210321,S37000013,All ages,d,All,d,30,37.2,-19.4,""
20210321,S37000013,All ages,d,Female,"",13,17.8,-27,""
20210321,S37000013,All ages,d,Male,"",17,19.4,-12.4,""
20210321,S37000016,Under 65,"",All,d,7,7.2,-2.8,""
20210321,S37000016,65 and over,"",All,d,41,43.8,-6.4,""
20210321,S37000016,All ages,d,All,d,48,51,-5.9,""
20210321,S37000016,All ages,d,Female,"",23,25.8,-10.9,""
20210321,S37000016,All ages,d,Male,"",25,25.2,-0.8,""
20210321,S37000017,Under 65,"",All,d,0,4.2,-100,""
20210321,S37000017,65 and over,"",All,d,14,18.6,-24.7,""
20210321,S37000017,All ages,d,All,d,14,22.8,-38.6,""
20210321,S37000017,All ages,d,Female,"",8,13,-38.5,""
20210321,S37000017,All ages,d,Male,"",6,9.8,-38.8,""
20210321,S37000018,Under 65,"",All,d,3,4.2,-28.6,""
20210321,S37000018,65 and over,"",All,d,16,13.8,15.9,""
20210321,S37000018,All ages,d,All,d,19,18,5.6,""
20210321,S37000018,All ages,d,Female,"",5,9.2,-45.7,""
20210321,S37000018,All ages,d,Male,"",14,8.8,59.1,""
20210321,S37000019,Under 65,"",All,d,6,3.6,66.7,""
20210321,S37000019,65 and over,"",All,d,18,18,0,""
20210321,S37000019,All ages,d,All,d,24,21.6,11.1,""
20210321,S37000019,All ages,d,Female,"",12,12.8,-6.3,""
20210321,S37000019,All ages,d,Male,"",12,8.8,36.4,""
20210321,S37000020,Under 65,"",All,d,10,4.2,138.1,""
20210321,S37000020,65 and over,"",All,d,27,27.2,-0.7,""
20210321,S37000020,All ages,d,All,d,37,31.4,17.8,""
20210321,S37000020,All ages,d,Female,"",18,18.8,-4.3,""
20210321,S37000020,All ages,d,Male,"",19,12.6,50.8,""
20210321,S37000022,Under 65,"",All,d,1,0.6,66.7,""
20210321,S37000022,65 and over,"",All,d,2,3,-33.3,""
20210321,S37000022,All ages,d,All,d,3,3.6,-16.7,""
20210321,S37000022,All ages,d,Female,"",2,2,0,""
20210321,S37000022,All ages,d,Male,"",1,1.6,-37.5,""
20210321,S37000024,Under 65,"",All,d,7,6.4,9.4,""
20210321,S37000024,65 and over,"",All,d,29,34.8,-16.7,""
20210321,S37000024,All ages,d,All,d,36,41.2,-12.6,""
20210321,S37000024,All ages,d,Female,"",18,23.2,-22.4,""
20210321,S37000024,All ages,d,Male,"",18,18,0,""
20210321,S37000025,Under 65,"",All,d,3,4.4,-31.8,""
20210321,S37000025,65 and over,"",All,d,32,28.8,11.1,""
20210321,S37000025,All ages,d,All,d,35,33.2,5.4,""
20210321,S37000025,All ages,d,Female,"",19,15.2,25,""
20210321,S37000025,All ages,d,Male,"",16,18,-11.1,""
20210321,S37000026,Under 65,"",All,d,0,0.6,-100,""
20210321,S37000026,65 and over,"",All,d,6,2.4,150,""
20210321,S37000026,All ages,d,All,d,6,3,100,""
20210321,S37000026,All ages,d,Female,"",1,1.2,-16.7,""
20210321,S37000026,All ages,d,Male,"",5,1.8,177.8,""
20210321,S37000027,Under 65,"",All,d,4,3.8,5.3,""
20210321,S37000027,65 and over,"",All,d,26,23.2,12.1,""
20210321,S37000027,All ages,d,All,d,30,27,11.1,""
20210321,S37000027,All ages,d,Female,"",17,14.2,19.7,""
20210321,S37000027,All ages,d,Male,"",13,12.8,1.6,""
20210321,S37000028,Under 65,"",All,d,14,10,40,""
20210321,S37000028,65 and over,"",All,d,47,58.8,-20.1,""
20210321,S37000028,All ages,d,All,d,61,68.8,-11.3,""
20210321,S37000028,All ages,d,Female,"",33,34.8,-5.2,""
20210321,S37000028,All ages,d,Male,"",28,34,-17.6,""
20210321,S37000029,Under 65,"",All,d,5,4.2,19,""
